iter	MultiClass
0	0.9865707282
1	0.8778199705
2	0.7912210147
3	0.7215536351
4	0.6530319489
5	0.6070519913
6	0.5608757515
7	0.5134472581
8	0.4717946172
9	0.4418303923
10	0.4106023464
11	0.3837341367
12	0.3601995672
13	0.3360804627
14	0.3150024298
15	0.2964187416
16	0.2808709782
17	0.2669506285
18	0.2513458604
19	0.24150486
20	0.2310138622
21	0.2198168231
22	0.2096271406
23	0.2011708604
24	0.1921235626
25	0.1836600425
26	0.176587001
27	0.1703996749
28	0.1641100789
29	0.1573727797
30	0.1511629268
31	0.146322948
32	0.141922637
33	0.1367347528
34	0.1326599607
35	0.1293257651
36	0.1253945349
37	0.1224499516
38	0.1186908659
39	0.1150696562
40	0.1124017865
41	0.1097281674
42	0.1072265277
43	0.1041157046
44	0.1015742869
45	0.09904288703
46	0.0966680705
47	0.09383204544
48	0.09091195203
49	0.08909912377
50	0.08738413041
51	0.08566389266
52	0.08363930388
53	0.08162059968
54	0.07966072167
55	0.07815672043
56	0.07623468631
57	0.07501633858
58	0.07299815709
59	0.07157635649
60	0.07019184283
61	0.06836807424
62	0.06712404857
63	0.06607491006
64	0.06465283991
65	0.06338289537
66	0.06206897305
67	0.06105756293
68	0.05983369665
69	0.05881940038
70	0.05794167329
71	0.056973654
72	0.05575182074
73	0.05464113143
74	0.0537296631
75	0.05285764635
76	0.05212339639
77	0.05114944245
78	0.05055259299
79	0.04955520789
80	0.04859450382
81	0.04789547835
82	0.0470722677
83	0.04622245744
84	0.04559370089
85	0.04499639428
86	0.04443115952
87	0.04378132878
88	0.043005322
89	0.04239770923
90	0.04176991301
91	0.04118389642
92	0.04066585823
93	0.04017457027
94	0.03945707439
95	0.0390457954
96	0.03856726709
97	0.03802682299
98	0.03775258302
99	0.0372642315
100	0.03683702678
101	0.03632151247
102	0.03577761877
103	0.03537266574
104	0.03490580729
105	0.03450144901
106	0.03412238273
107	0.03371709564
108	0.03336708543
109	0.03303479801
110	0.03263914119
111	0.03242593605
112	0.03203690634
113	0.03162438338
114	0.03120527919
115	0.03085000617
116	0.03056413563
117	0.03014593531
118	0.02982750352
119	0.02956739234
120	0.02919536085
121	0.02894513598
122	0.02864769668
123	0.028315334
124	0.02809797709
125	0.02783492525
126	0.02763225995
127	0.02730773321
128	0.02704339312
129	0.02671869099
130	0.02636892685
131	0.02610970338
132	0.02588560497
133	0.02566947949
134	0.02544832476
135	0.02523332763
136	0.02504252099
137	0.02488154599
138	0.02471517214
139	0.02450656156
140	0.02429652203
141	0.02409312557
142	0.02384201794
143	0.02361495935
144	0.02342638056
145	0.02328419313
146	0.02310401509
147	0.02287366163
148	0.02271804837
149	0.02254898354
150	0.02241682463
151	0.0222646837
152	0.02210546661
153	0.02194755203
154	0.02180959383
155	0.0216600972
156	0.02150513709
157	0.02130400921
158	0.02117658689
159	0.02097412583
160	0.02084951495
161	0.02070881324
162	0.02055314688
163	0.02042696623
164	0.02026074551
165	0.0200608416
166	0.0198973257
167	0.0197445467
168	0.0195980296
169	0.01950743271
170	0.01933141424
171	0.01921570839
172	0.01909076002
173	0.01893127664
174	0.01883786607
175	0.0187371567
176	0.01864493806
177	0.01851273539
178	0.01834808107
179	0.01820900986
180	0.01810889418
181	0.01800427894
182	0.01788965041
183	0.01778476028
184	0.01766728448
185	0.01757166533
186	0.01743768229
187	0.01734333878
188	0.01724783897
189	0.01712805012
190	0.01699351302
191	0.01688915019
192	0.01678410552
193	0.0166634925
194	0.01659272644
195	0.01648814958
196	0.0163977839
197	0.01628640065
198	0.0161851834
199	0.01608430693
200	0.01598678787
201	0.01590995919
202	0.01582334967
203	0.01573578346
204	0.01566634415
205	0.01558758856
206	0.01549630875
207	0.01541275536
208	0.01530662799
209	0.01523518828
210	0.01513628579
211	0.01506811231
212	0.0149744904
213	0.01489505941
214	0.01479266999
215	0.01472949521
216	0.01463228874
217	0.01455499898
218	0.01449435531
219	0.0144105484
220	0.01433268973
221	0.01427959144
222	0.01419480334
223	0.01412631579
224	0.01405264097
225	0.01397835022
226	0.01389561391
227	0.01380393185
228	0.01374124414
229	0.01367188265
230	0.01360974555
231	0.01353310214
232	0.01348127346
233	0.01342037571
234	0.013329169
235	0.01326231752
236	0.01320115114
237	0.01314717121
238	0.01307921721
239	0.01301830831
240	0.01297424598
241	0.01292261772
242	0.01286637085
243	0.01281732008
244	0.01276355953
245	0.01270982069
246	0.01265740522
247	0.01259906537
248	0.01252727561
249	0.01245828852
250	0.01241135069
251	0.01234615249
252	0.01229964182
253	0.01224836067
254	0.01218587346
255	0.01214001826
256	0.01207696625
257	0.01202712228
258	0.01197947268
259	0.01192822001
260	0.01188574883
261	0.01183262072
262	0.01180297128
263	0.01175335391
264	0.01169798421
265	0.01164656248
266	0.01159551538
267	0.01154503439
268	0.01148213998
269	0.01143331039
270	0.01139716375
271	0.01135808262
272	0.01130113518
273	0.01125863842
274	0.01121194484
275	0.01117522538
276	0.01112622013
277	0.01107151782
278	0.01104303562
279	0.01101031496
280	0.01095789129
281	0.01092252996
282	0.01086916554
283	0.01081558787
284	0.01076321848
285	0.01072245688
286	0.01068214027
287	0.01065506312
288	0.01061251463
289	0.01057807166
290	0.01053432847
291	0.01050272593
292	0.01044759134
293	0.0104107076
294	0.0103781465
295	0.01034118744
296	0.01030284441
297	0.0102528516
298	0.01021554452
299	0.01018408405
300	0.01014852831
301	0.01011036446
302	0.01007530876
303	0.01003161074
304	0.009982391517
305	0.009936927668
306	0.009909280363
307	0.009872799005
308	0.009840184737
309	0.009801359596
310	0.009770249248
311	0.0097434588
312	0.009697118558
313	0.009670571161
314	0.009639179042
315	0.009589123239
316	0.009549552151
317	0.009521712907
318	0.009492259045
319	0.009459548866
320	0.009436439952
321	0.009411874986
322	0.009385887442
323	0.009354840186
324	0.009321456541
325	0.009292051953
326	0.00926067801
327	0.00923188745
328	0.009204748762
329	0.009162678472
330	0.009133857743
331	0.0091054978
332	0.009085364364
333	0.009061348912
334	0.009038268439
335	0.009006646354
336	0.008978930044
337	0.008957571882
338	0.008923968333
339	0.00888734767
340	0.008860273685
341	0.008836620609
342	0.008816698232
343	0.008790248754
344	0.008752444901
345	0.008720474625
346	0.008693127589
347	0.008655711244
348	0.008635450167
349	0.0086057491
350	0.008577812547
351	0.008557418353
352	0.008536756311
353	0.00851694153
354	0.008483705626
355	0.008456014585
356	0.008429785375
357	0.008404072042
358	0.008378234425
359	0.008347850066
360	0.008324227698
361	0.008298402941
362	0.008278088471
363	0.00826060762
364	0.008234456113
365	0.008208512957
366	0.008183549401
367	0.008159686375
368	0.008141052799
369	0.008117200187
370	0.008089899853
371	0.008072615361
372	0.008044718685
373	0.008013132565
374	0.007981363298
375	0.007962658184
376	0.007943324403
377	0.007917801313
378	0.007898538655
379	0.007873249004
380	0.007844706717
381	0.007824942381
382	0.007798086111
383	0.007770392534
384	0.007746166777
385	0.007725324078
386	0.007698576332
387	0.007680269865
388	0.007652965057
389	0.00763554797
390	0.007613979029
391	0.007584459313
392	0.007570145814
393	0.007548718631
394	0.007530986745
395	0.007508001789
396	0.007493659545
397	0.007478091753
398	0.007459015164
399	0.007438342973
400	0.007421679535
401	0.007408283929
402	0.007383120606
403	0.007368884804
404	0.007356470963
405	0.007336661638
406	0.007318342977
407	0.007300516472
408	0.007286760682
409	0.007272836903
410	0.007253808511
411	0.007237508888
412	0.007215159384
413	0.007194719243
414	0.007178057654
415	0.007160853597
416	0.007144138286
417	0.007120423894
418	0.007102233876
419	0.007085224234
420	0.007065861518
421	0.007051098944
422	0.007035871586
423	0.007018483121
424	0.007005421572
425	0.006989167144
426	0.006966800059
427	0.006954556253
428	0.006939272369
429	0.006920570781
430	0.006903999122
431	0.006885518519
432	0.006867826056
433	0.006851987509
434	0.006827678733
435	0.00681350032
436	0.006796988114
437	0.0067848721
438	0.00676982339
439	0.00674693887
440	0.006729674914
441	0.00671391078
442	0.006701581507
443	0.006683697377
444	0.006670040867
445	0.006656911132
446	0.006642647056
447	0.006629520503
448	0.006615623655
449	0.006598335189
450	0.006583639235
451	0.006570704264
452	0.006559825936
453	0.006544434363
454	0.006522429216
455	0.006502807933
456	0.006490014402
457	0.00647068524
458	0.006457743144
459	0.006442107409
460	0.006422741188
461	0.006402517923
462	0.006389495372
463	0.006377453952
464	0.006362399217
465	0.006345153585
466	0.006331160788
467	0.006316156119
468	0.006306446592
469	0.006295153671
470	0.006278989994
471	0.006266984614
472	0.006255182507
473	0.006240645776
474	0.006218964541
475	0.00620135731
476	0.00618527201
477	0.0061727612
478	0.006158615296
479	0.006145363399
480	0.006129784414
481	0.006114469624
482	0.006101487551
483	0.006085502405
484	0.006072210708
485	0.006058571723
486	0.00604598902
487	0.006035425796
488	0.006023725515
489	0.006013269809
490	0.006000031127
491	0.005990009319
492	0.005978133899
493	0.005965185843
494	0.005955072105
495	0.005944822416
496	0.005926337347
497	0.005913371237
498	0.005899918921
499	0.005883006772
500	0.005871089803
501	0.005857786665
502	0.005849699185
503	0.005836927681
504	0.005827468733
505	0.005814342426
506	0.005798871111
507	0.005788553348
508	0.005778375838
509	0.0057631886
510	0.00574927114
511	0.005733553519
512	0.005720673243
513	0.005710409776
514	0.005696977308
515	0.005685006716
516	0.005674347807
